mode,encounter,time_s,hsep_ft,vsep_ft,ssep_ft
acas,8,132.1,17386.6824949059,460.289112407949,17392.774196363
acas,8,132.2,17427.7675400058,461.122445741283,17433.8669072138
acas,8,132.3,17468.852604769,461.955779074616,17474.9596414116
acas,8,132.4,17509.9376890572,462.78911240795,17516.0523987921
acas,8,132.5,17551.0227927332,463.622445741283,17557.1451791923
acas,8,132.6,17592.1079156612,464.455779074617,17598.2379824512
acas,8,132.7,17633.1930577067,465.28911240795,17639.3308084088
acas,8,132.8,17674.2782187362,466.122445741284,17680.423656907
acas,8,132.9,17715.3633986178,466.955779074617,17721.516527789
acas,8,133,17756.4485972205,467.789112407951,17762.6094208993
acas,8,133.1,17797.5338144147,468.622445741284,17803.7023360842
acas,8,133.2,17838.619050072,469.455779074618,17844.795273191
acas,8,133.3,17879.7043040651,470.289112407951,17885.8882320687
acas,8,133.4,17920.7895762678,471.122445741285,17926.9812125676
acas,8,133.5,17961.8748665552,471.955779074618,17968.0742145393
acas,8,133.6,18002.9601748036,472.789112407952,18009.1672378368
acas,8,133.7,18044.0455008901,473.622445741285,18050.2602823145
acas,8,133.8,18085.1308446933,474.455779074618,18091.3533478281
acas,8,133.9,18126.2162060926,475.289112407952,18132.4464342346
acas,8,134,18167.3015849687,476.122445741285,18173.5395413922
acas,8,134.1,18208.3869812032,476.955779074619,18214.6326691604
acas,8,134.2,18249.4723946791,477.789112407952,18255.7258174001
acas,8,134.3,18290.5578252799,478.622445741286,18296.8189859734
acas,8,134.4,18331.6432728907,479.455779074619,18337.9121747435
acas,8,134.5,18372.7287373973,480.289112407953,18379.0053835751
acas,8,134.6,18413.8142186866,481.122445741286,18420.0986123337
acas,8,134.7,18454.8997166464,481.95577907462,18461.1918608864
acas,8,134.8,18495.9852311658,482.789112407953,18502.2851291013
acas,8,134.9,18537.0707621346,483.622445741287,18543.3784168477
acas,8,135,18578.1563094437,484.45577907462,18584.4717239959
acas,8,135.1,18619.2418729849,485.289112407954,18625.5650504176
acas,8,135.2,18660.327452651,486.122445741287,18666.6583959855
acas,8,135.3,18701.4130483357,486.955779074621,18707.7517605734
acas,8,135.4,18742.4986599337,487.789112407954,18748.8451440562
acas,8,135.5,18783.5842873405,488.622445741288,18789.9385463101
acas,8,135.6,18824.6699304527,489.455779074621,18831.031967212
acas,8,135.7,18865.7555891676,490.289112407955,18872.1254066402
acas,8,135.8,18906.8412633835,491.122445741288,18913.2188644739
acas,8,135.9,18947.9269529996,491.955779074622,18954.3123405935
acas,8,136,18989.0126579159,492.789112407955,18995.4058348801
acas,8,136.1,19030.0983780333,493.622445741289,19036.4993472163
acas,8,136.2,19071.1841132536,494.455779074622,19077.5928774853
acas,8,136.3,19112.2698634794,495.289112407956,19118.6864255715
acas,8,136.4,19153.3556286141,496.122445741289,19159.7799913603
acas,8,136.5,19194.4414085619,496.955779074623,19200.873574738
acas,8,136.6,19235.527203228,497.789112407956,19241.9671755919
acas,8,136.7,19276.6130125183,498.62244574129,19283.0607938103
acas,8,136.8,19317.6988363393,499.455779074623,19324.1544292825
acas,8,136.9,19358.7846745987,500.289112407957,19365.2480818985
acas,8,137,19399.8705272047,501.12244574129,19406.3417515494
acas,8,137.1,19440.9563940663,501.955779074623,19447.4354381274
acas,8,137.2,19482.0422750933,502.789112407957,19488.5291415252
acas,8,137.3,19523.1281701963,503.62244574129,19529.6228616368
acas,8,137.4,19564.2140792866,504.455779074624,19570.7165983568
acas,8,137.5,19605.3000022763,505.289112407957,19611.8103515808
acas,8,137.6,19646.3859390782,506.122445741291,19652.9041212054
acas,8,137.7,19687.4718896057,506.955779074624,19693.9979071278
acas,8,137.8,19728.5578537733,507.789112407957,19735.0917092462
acas,8,137.9,19769.6438314957,508.622445741291,19776.1855274597
acas,8,138,19810.7298226887,509.455779074624,19817.2793616682
acas,8,138.1,19851.8158272686,510.289112407957,19858.3732117723
acas,8,138.2,19892.9018451525,511.12244574129,19899.4670776736
acas,8,138.3,19933.9878762582,511.955779074624,19940.5609592743
acas,8,138.4,19975.073920504,512.789112407957,19981.6548564778
acas,8,138.5,20016.159977809,513.62244574129,20022.7487691878
acas,8,138.6,20057.2460480929,514.455779074623,20063.8426973091
acas,8,138.7,20098.3321312763,515.289112407957,20104.9366407472
acas,8,138.8,20139.41822728,516.12244574129,20146.0305994083
acas,8,138.9,20180.5043360259,516.955779074623,20187.1245731996
acas,8,139,20221.5904574362,517.789112407957,20228.2185620288
acas,8,139.1,20262.6787760367,518.547161772397,20269.3128235722
acas,8,139.2,20303.767107012,519.305214604153,20310.4071018209
acas,8,139.3,20344.8554503825,520.06326743591,20351.5013966806
acas,8,139.4,20385.9438060732,520.821320267666,20392.595708051
acas,8,139.5,20427.0321740098,521.579373099423,20433.6900358324
acas,8,139.6,20468.1205541186,522.337425931179,20474.784379926
acas,8,139.7,20509.2089463264,523.095478762936,20515.8787402338
acas,8,139.8,20550.2973505606,523.853531594692,20556.9731166586
acas,8,139.9,20591.3857667493,524.611584426449,20598.0675091038
acas,8,140,20632.4741948209,525.369637258205,20639.1619174739
acas,8,140.1,20673.5660244898,525.993100859395,20680.2563067069
acas,8,140.2,20714.6579632379,526.612264793562,20721.3507043186
acas,8,140.3,20755.7499135966,527.23142873643,20762.4451222686
acas,8,140.4,20796.8418754974,527.850592679297,20803.5395604362
acas,8,140.5,20837.9338488718,528.469756622165,20844.6340187019
acas,8,140.6,20879.0258336523,529.088920565033,20885.728496947
acas,8,140.7,20920.1178297716,529.708084507901,20926.822995054
acas,8,140.8,20961.209837163,530.327248450768,20967.9175129059
acas,8,140.9,21002.3018557603,530.946412393636,21009.012050387
acas,8,141,21043.3938854979,531.565576336504,21050.1066073822
acas,8,141.1,21084.4884871436,532.05839122918,21091.2005560653
acas,8,141.2,21125.5830996312,532.55121309121,21132.2945297947
acas,8,141.3,21166.6777230221,533.04403495324,21173.3885283739
acas,8,141.4,21207.7723572527,533.536856815271,21214.4825516587
acas,8,141.5,21248.8670022603,534.029678677301,21255.5765995057
acas,8,141.6,21289.9616579824,534.522500539331,21296.6706717727
acas,8,141.7,21331.0563243571,535.015322401362,21337.7647683186
acas,8,141.8,21372.1510013229,535.508144263392,21378.8588890034
acas,8,141.9,21413.2456888189,536.000966125422,21419.9530336882
acas,8,142,21454.3403867846,536.493787987452,21461.0472022352
acas,8,142.1,21495.4367557516,536.883340500343,21502.1404758183
acas,8,142.2,21536.533134989,537.272896711069,21543.233778614
acas,8,142.3,21577.6295244903,537.662452921794,21584.327110416
acas,8,142.4,21618.7259241971,538.052009132519,21625.4204710587
acas,8,142.5,21659.8223340512,538.441565343244,21666.513860378
acas,8,142.6,21700.918753995,538.83112155397,21707.6072782112
acas,8,142.7,21742.0151839713,539.220677764695,21748.7007243966
acas,8,142.8,21783.1116239233,539.61023397542,21789.7941987737
acas,8,142.9,21824.2080737946,539.999790186145,21830.8877011834
acas,8,143,21865.3045335293,540.38934639687,21871.9812314677
acas,8,143.1,21906.4020462143,540.696763898632,21913.0738053992
acas,8,143.2,21947.4995686151,541.004183248508,21954.166411883
acas,8,143.3,21988.5971006977,541.311602598384,21995.2590507118
acas,8,143.4,22029.694642408,541.61902194826,22036.3517217046
acas,8,143.5,22070.7921936921,541.926441298136,22077.4444246819
acas,8,143.6,22111.8897544967,542.233860648012,22118.5371594653
acas,8,143.7,22152.9873247688,542.541279997888,22159.629925878
acas,8,143.8,22194.0849044558,542.848699347764,22200.7227237443
acas,8,143.9,22235.1824935054,543.15611869764,22241.8155528898
acas,8,144,22276.280091866,543.463538047516,22282.9084131415
acas,8,144.1,22317.3783499873,543.706030512818,22324.0003732328
acas,8,144.2,22358.4766172991,543.948523889203,22365.0923683081
acas,8,144.3,22399.5748937588,544.191017265589,22406.1843981608
acas,8,144.4,22440.6731793162,544.433510641975,22447.2764625999
acas,8,144.5,22481.7714739213,544.67600401836,22488.3685614358
acas,8,144.6,22522.8697775246,544.918497394746,22529.4606944804
acas,8,144.7,22563.968090077,545.160990771132,22570.5528615467
acas,8,144.8,22605.0664115296,545.403484147517,22611.6450624493
acas,8,144.9,22646.1647418341,545.645977523903,22652.737297004
acas,8,145,22687.2630809421,545.888470900289,22693.8295650281
acas,8,145.1,22728.3618336723,546.079727301644,22734.921040349
acas,8,145.2,22769.460595102,546.270984150519,22776.0125522451
acas,8,145.3,22810.5593651873,546.462240999394,22817.1041005113
acas,8,145.4,22851.6581438814,546.653497848269,22858.1956849514
acas,8,145.5,22892.756931138,546.844754697144,22899.2873053706
acas,8,145.6,22933.8557269111,547.036011546019,22940.3789615756
acas,8,145.7,22974.9545311549,547.227268394894,22981.4706533744
acas,8,145.8,23016.0533438241,547.418525243769,23022.5623805765
acas,8,145.9,23057.1521648737,547.609782092644,23063.6541429927
acas,8,146,23098.2509942588,547.801038941519,23104.7459404349
acas,8,146.1,23139.3500837915,547.951880023239,23145.8370676691
acas,8,146.2,23180.4491815665,548.102721324568,23186.9282323535
acas,8,146.3,23221.5482875413,548.253562625897,23228.0194342855
acas,8,146.4,23262.6474016724,548.404403927226,23269.1106732677
acas,8,146.5,23303.7465239167,548.555245228555,23310.2019491043
acas,8,146.6,23344.8456542312,548.706086529884,23351.2932616006
acas,8,146.7,23385.9447925735,548.856927831213,23392.3846105634
acas,8,146.8,23427.0439389013,549.007769132542,23433.4759958009
acas,8,146.9,23468.1430931726,549.158610433871,23474.5674171227
acas,8,147,23509.2422553458,549.309451735199,23515.6588743395
acas,8,147.1,23550.341582032,549.428416794768,23556.7497803828
acas,8,147.2,23591.440916535,549.547381962076,23597.8407241719
acas,8,147.3,23632.5402588146,549.666347129385,23638.9317055077
acas,8,147.4,23673.6396088301,549.785312296693,23680.0227241949
acas,8,147.5,23714.7389665415,549.904277464001,23721.1137800393
acas,8,147.6,23755.8383319086,550.023242631309,23762.2048728483
acas,8,147.7,23796.937704892,550.142207798618,23803.2960024303
acas,8,147.8,23838.0370854522,550.261172965926,23844.3871685952
acas,8,147.9,23879.13647355,550.380138133234,23885.4783711543
acas,8,148,23920.2358691467,550.499103300542,23926.56960992
acas,8,148.1,23961.335369637,550.592928201769,23967.6604045702
acas,8,148.2,24002.4348775477,550.686753155849,24008.7512368098
acas,8,148.3,24043.5343928409,550.780578109929,24049.8421064453
acas,8,148.4,24084.633915479,550.87440306401,24090.9330132851
acas,8,148.5,24125.7334454243,550.96822801809,24132.0239571394
acas,8,148.6,24166.8329826395,551.06205297217,24173.1149378193
acas,8,148.7,24207.9325270877,551.15587792625,24214.2059551373
acas,8,148.8,24249.0320787321,551.24970288033,24255.2970089072
acas,8,148.9,24290.131637536,551.343527834411,24296.3880989441
acas,8,149,24331.2312034634,551.437352788491,24337.4792250644
acas,8,149.1,24372.3308370784,551.511350190554,24378.5699991077
acas,8,149.2,24413.4304777442,551.585347618545,24419.6608102438
acas,8,149.3,24454.5301254251,551.659345046537,24460.7516582852
acas,8,149.4,24495.629780086,551.733342474528,24501.8425430463
acas,8,149.5,24536.7294416916,551.80733990252,24542.9334643426
acas,8,149.6,24577.8291102072,551.881337330511,24584.0244219909
acas,8,149.7,24618.9287855982,551.955334758502,24625.1154158092
acas,8,149.8,24660.0284678302,552.029332186494,24666.2064456168
