relative_altitude_ft,vertical_rate_ft_s,tau_sec,previous_advisory,optimal_advisory
-1000,-83.3333333333333,22,0,COC
-1000,-83.3333333333333,22,1,COC
-1000,-83.3333333333333,22,2,COC
-1000,-83.3333333333333,23,0,COC
-1000,-83.3333333333333,23,1,COC
-1000,-83.3333333333333,23,2,COC
-1000,-83.3333333333333,24,0,COC
-1000,-83.3333333333333,24,1,COC
-1000,-83.3333333333333,24,2,COC
-1000,-83.3333333333333,25,0,COC
-1000,-83.3333333333333,25,1,COC
-1000,-83.3333333333333,25,2,COC
-1000,-83.3333333333333,26,0,COC
-1000,-83.3333333333333,26,1,COC
-1000,-83.3333333333333,26,2,COC
-1000,-83.3333333333333,27,0,COC
-1000,-83.3333333333333,27,1,COC
-1000,-83.3333333333333,27,2,COC
-1000,-83.3333333333333,28,0,COC
-1000,-83.3333333333333,28,1,COC
-1000,-83.3333333333333,28,2,COC
-1000,-83.3333333333333,29,0,COC
-1000,-83.3333333333333,29,1,COC
-1000,-83.3333333333333,29,2,COC
-1000,-83.3333333333333,30,0,COC
-1000,-83.3333333333333,30,1,COC
-1000,-83.3333333333333,30,2,COC
-1000,-83.3333333333333,31,0,COC
-1000,-83.3333333333333,31,1,COC
-1000,-83.3333333333333,31,2,COC
-1000,-83.3333333333333,32,0,COC
-1000,-83.3333333333333,32,1,COC
-1000,-83.3333333333333,32,2,COC
-1000,-83.3333333333333,33,0,COC
-1000,-83.3333333333333,33,1,COC
-1000,-83.3333333333333,33,2,COC
-1000,-83.3333333333333,34,0,COC
-1000,-83.3333333333333,34,1,COC
-1000,-83.3333333333333,34,2,COC
-1000,-83.3333333333333,35,0,COC
-1000,-83.3333333333333,35,1,COC
-1000,-83.3333333333333,35,2,COC
-1000,-83.3333333333333,36,0,COC
-1000,-83.3333333333333,36,1,COC
-1000,-83.3333333333333,36,2,COC
-1000,-83.3333333333333,37,0,COC
-1000,-83.3333333333333,37,1,COC
-1000,-83.3333333333333,37,2,COC
-1000,-83.3333333333333,38,0,COC
-1000,-83.3333333333333,38,1,COC
-1000,-83.3333333333333,38,2,COC
-1000,-83.3333333333333,39,0,COC
-1000,-83.3333333333333,39,1,COC
-1000,-83.3333333333333,39,2,COC
-1000,-83.3333333333333,40,0,COC
-1000,-83.3333333333333,40,1,COC
-1000,-83.3333333333333,40,2,COC
-1000,-79.1666666666667,0,0,COC
-1000,-79.1666666666667,0,1,COC
-1000,-79.1666666666667,0,2,COC
-1000,-79.1666666666667,1,0,COC
-1000,-79.1666666666667,1,1,COC
-1000,-79.1666666666667,1,2,COC
-1000,-79.1666666666667,2,0,COC
-1000,-79.1666666666667,2,1,COC
-1000,-79.1666666666667,2,2,COC
-1000,-79.1666666666667,3,0,COC
-1000,-79.1666666666667,3,1,COC
-1000,-79.1666666666667,3,2,COC
-1000,-79.1666666666667,4,0,COC
-1000,-79.1666666666667,4,1,COC
-1000,-79.1666666666667,4,2,COC
-1000,-79.1666666666667,5,0,COC
-1000,-79.1666666666667,5,1,COC
-1000,-79.1666666666667,5,2,COC
-1000,-79.1666666666667,6,0,COC
-1000,-79.1666666666667,6,1,COC
-1000,-79.1666666666667,6,2,COC
-1000,-79.1666666666667,7,0,COC
-1000,-79.1666666666667,7,1,COC
-1000,-79.1666666666667,7,2,COC
-1000,-79.1666666666667,8,0,COC
-1000,-79.1666666666667,8,1,COC
-1000,-79.1666666666667,8,2,COC
-1000,-79.1666666666667,9,0,COC
-1000,-79.1666666666667,9,1,COC
-1000,-79.1666666666667,9,2,COC
-1000,-79.1666666666667,10,0,COC
-1000,-79.1666666666667,10,1,COC
-1000,-79.1666666666667,10,2,COC
-1000,-79.1666666666667,11,0,COC
-1000,-79.1666666666667,11,1,COC
-1000,-79.1666666666667,11,2,COC
-1000,-79.1666666666667,12,0,COC
-1000,-79.1666666666667,12,1,COC
-1000,-79.1666666666667,12,2,COC
-1000,-79.1666666666667,13,0,COC
-1000,-79.1666666666667,13,1,COC
-1000,-79.1666666666667,13,2,COC
-1000,-79.1666666666667,14,0,COC
-1000,-79.1666666666667,14,1,COC
-1000,-79.1666666666667,14,2,COC
-1000,-79.1666666666667,15,0,COC
-1000,-79.1666666666667,15,1,COC
-1000,-79.1666666666667,15,2,COC
-1000,-79.1666666666667,16,0,COC
-1000,-79.1666666666667,16,1,COC
-1000,-79.1666666666667,16,2,COC
-1000,-79.1666666666667,17,0,COC
-1000,-79.1666666666667,17,1,COC
-1000,-79.1666666666667,17,2,COC
-1000,-79.1666666666667,18,0,COC
-1000,-79.1666666666667,18,1,COC
-1000,-79.1666666666667,18,2,COC
-1000,-79.1666666666667,19,0,COC
-1000,-79.1666666666667,19,1,COC
-1000,-79.1666666666667,19,2,COC
-1000,-79.1666666666667,20,0,COC
-1000,-79.1666666666667,20,1,COC
-1000,-79.1666666666667,20,2,COC
-1000,-79.1666666666667,21,0,COC
-1000,-79.1666666666667,21,1,COC
-1000,-79.1666666666667,21,2,COC
-1000,-79.1666666666667,22,0,COC
-1000,-79.1666666666667,22,1,COC
-1000,-79.1666666666667,22,2,COC
-1000,-79.1666666666667,23,0,COC
-1000,-79.1666666666667,23,1,COC
-1000,-79.1666666666667,23,2,COC
-1000,-79.1666666666667,24,0,COC
-1000,-79.1666666666667,24,1,COC
-1000,-79.1666666666667,24,2,COC
